,District,School,City,State,Latitude,Longitude
48050,Math & Science Academy,Math & Science Academy,Woodbury,Minnesota,44.91308,-92.93437
48051,Heart Of The Earth Charter,Heart Of The Earth Charter,Minneapolis,Minnesota,44.98168,-93.23834
48052,Heart Of The Earth Charter,Heart Of The Earth Sec.,Minneapolis,Minnesota,44.98168,-93.23834
48053,Lakes Area Charter School,Lakes Area Charter School,Osakis,Minnesota,45.86729,-95.163
48054,Lake Superior High School,Lake Superior High School,Duluth,Minnesota,46.88848,-92.1538
48055,Great River Education Center,Great River Education Center,Waite Park,Minnesota,45.55904,-94.22654
48056,Coon Rapids Learning Center,Coon Rapids Learning Center,Coon Rapids,Minnesota,45.17612,-93.30688
48057,Lafayette Public Charter School,Lafayette Public Charter School,Lafayette,Minnesota,44.44874,-94.39661
48059,Hanska Charter School,Hanska Charter School,Hanska,Minnesota,44.14907,-94.49552
48060,Four Directions Charter Schools,Four Directions Charter Schools,Minneapolis,Minnesota,44.99917,-93.29442
48061,North Lakes Academy,North Lakes Academy,Forest Lake,Minnesota,45.28656,-92.98642
48062,Lacrescent Montessori Academy,Lacrescent Montessori Academy,La Crescent,Minnesota,43.82852,-91.30712
48063,Nerstrand Charter School,Nerstrand Charter School,Nerstrand,Minnesota,44.34362,-93.0678
48064,Rochester Off-Campus Charter High,Rochester Off-Campus Charter High,Rochester,Minnesota,44.04762,-92.50762
48066,Redwood Area School District,Redwood Valley Senior High,Redwood Falls,Minnesota,44.53685,-95.09373
48069,Redwood Area School District,Redwood Valley Alternative,Redwood Falls,Minnesota,44.53685,-95.09373
48073,Westbrook-Walnut Grove Schools,Westbrook-Walnut Grove Senior High,Westbrook,Minnesota,44.04396,-95.43026
48074,Excell Academy Charter,Excell Academy Charter,Brooklyn Park,Minnesota,45.07309,-93.35551
48075,Academia Cesar Chavez Charter Sch.,Academia Cesar Chavez Charter Sch.,St. Paul,Minnesota,44.972,-93.0244
48076,Agricultural Food Science Academy,Agricultural Food Science Academy,Vadnais Heights,Minnesota,45.0463,-93.0985
48077,Avalon School,Avalon School,St. Paul,Minnesota,44.95555,-93.17391
48080,Friendship Acdmy Of Fine Arts Chtr.,Friendship Acdmy Of Fine Arts Chtr.,Minneapolis,Minnesota,44.93415,-93.27214
48081,Pillager Area Charter School,Pillager Area Charter School,Pillager,Minnesota,46.3413,-94.48519
48082,Discovery Public School Faribault,Discovery Public School Faribault,Faribault,Minnesota,44.2994,-93.2706
48083,Bluesky Charter School,Bluesky Charter School,St. Paul,Minnesota,44.956,-93.177
48084,Ridgeway Community School,Ridgeway Community School,Houston,Minnesota,43.7892,-91.5757
48085,N.W.Suburban Integration District,N.W.Suburban Integration School,Maple Grove,Minnesota,45.12919,-93.42473
48086,Quad County Telecomm Project,Virtual Itasca Academy Of Learning,Coleraine,Minnesota,47.2888,-93.4275
48087,Minnesota Academy Of Technology,Minnesota Academy Of Technology,St. Paul,Minnesota,44.93972,-93.07648
48088,North Shore Community School,North Shore Community School,Duluth,Minnesota,46.9393,-91.89961
48089,Harbor City International Charter,Harbor City International Charter,Duluth,Minnesota,46.78315,-92.10149
48090,Woodson Institute For Excellence Ch,Woodson Institute For Excellence Ch,Minneapolis,Minnesota,45.00692,-93.31083
48091,Sage Academy Charter School,Sage Academy Charter School,Brooklyn Park,Minnesota,45.10882,-93.32837
48092,Prairie Creek Community School,Prairie Creek Community School,Northfield,Minnesota,44.55452,-93.17223
48093,Watershed High School,Watershed High School,Minneapolis,Minnesota,44.96007,-93.27867
48094,New Century Charter School,New Century Charter School,Hutchinson,Minnesota,44.90032,-94.35653
48095,Yankton Country Charter School,Yankton Country Charter School,Balaton,Minnesota,44.23396,-95.87132
48096,Native Arts Charter School,Native Arts Charter School,Minneapolis,Minnesota,44.96267,-93.2542
48097,Crosslake Community Charter School,Crosslake Community Charter School,Crosslake,Minnesota,46.68816,-94.11318
48098,Aurora Charter School,Aurora Charter School,Minneapolis,Minnesota,44.95672,-93.24026
48099,Riverway Learning Community Chtr,Riverway Secondary,Minnesota City,Minnesota,44.09409,-91.75072
48100,Riverway Learning Community Chtr,Riverway Learning Community Chtr,Minnesota City,Minnesota,44.09409,-91.75072
48101,Studio Academy Charter School,Studio Academy Charter School,Rochester,Minnesota,44.0001,-92.4685
48102,Family Academy Charter School,Family Academy Charter School,St. Paul,Minnesota,45.03124,-93.15681
48103,Family Academy Charter School,Family Academy New Brighton,New Brighton,Minnesota,45.0649,-93.1919
48104,Northland Learning Center,Northland Learning Center / Ebd,Virginia,Minnesota,47.51242,-92.55202
48105,Northland Learning Center,Northland Learning Center,Virginia,Minnesota,47.51242,-92.55202
48106,Northland Learning Center,Northland Learning Center,Virginia,Minnesota,47.5143,-92.5541
48107,Northland Learning Center,Northland Learning Center,Virginia,Minnesota,47.5143,-92.5541
48108,Northland Learning Center,Northland Learning Center,Virginia,Minnesota,47.5143,-92.5541
48109,Northland Learning Center,Northland Learning Center,Virginia,Minnesota,47.5143,-92.5541
48110,Schoolcraft Learning Community Chtr,Schoolcraft Learning Community Chtr,Bemidji,Minnesota,47.55134,-94.7319
48111,Riverbend Academy,Riverbend Academy,Mankato,Minnesota,44.1643,-93.99637
48112,Minnesota Business Academy Charter,Minnesota Business Academy Charter,St. Paul,Minnesota,44.94904,-93.09786
48113,William E Mcgee Inst. Of Tech,William E Mcgee Inst. Of Tech,St. Paul,Minnesota,44.97497,-93.16452
48114,Hope Community Academy,Hope Community Academy,St. Paul,Minnesota,44.96316,-93.07338
48115,Jackson County Central School Dist.,Jackson County Central Senior High,Jackson,Minnesota,43.62394,-94.99885
48119,Correctional Facility-Red Wing,Walter Maginnis High School,Red Wing,Minnesota,44.56215,-92.49909
48120,Correctional Facility-St. Cloud,Correctional Facility-St. Cloud,St. Cloud,Minnesota,45.54152,-94.11409
48121,Correctional Facility-Sauk Centre,Correctional Facility-Sauk Centre,Sauk Centre,Minnesota,45.74961,-94.94644
48122,Trio Wolf Creek Distance Learning,Trio Wolf Creek Distance Learning,Lindstrom,Minnesota,45.39016,-92.82844
48123,Trio Wolf Creek Distance Learning,Trio,Lindstrom,Minnesota,45.39016,-92.82844
48124,Chiron Charter School,Chiron Charter School,Minneapolis,Minnesota,44.97848,-93.26685
48125,Partnership Academy  Inc.,Partnership Academy  Inc.,Richfield,Minnesota,44.86367,-93.27311
48126,Worthington Area Language Academy,Worthington Area Language Academy,Bigelow,Minnesota,43.5071,-95.6894
48127,Prairie Seeds Academy,Prairie Seeds Academy,Minneapolis,Minnesota,45.00212,-93.29645
48128,Team Academy,Team Academy,Waseca,Minnesota,44.07769,-93.50185
48129,Colonel Charles D. Young Military,Colonel Charles D. Young Military,St. Paul,Minnesota,44.97371,-93.08033
48130,Mary Mcevoy Early Literacy Academy,Mary Mcevoy Early Literacy Academy,Minneapolis,Minnesota,44.96347,-93.24549
48131,Central School Charter School,Central School Charter School,Minneapolis,Minnesota,,
48132,Lighthouse Academy Of Nations,Lighthouse Academy Of Nations,Minneapolis,Minnesota,44.954,-93.2347
48133,Twin Cities Academy High School,Twin Cities Academy High School,St. Paul,Minnesota,44.92651,-93.13291
48134,Adam Abdulle Academy,Adam Abdulle Academy,Rochester,Minnesota,44.0191,-92.487
48135,Soul Academy Charter School,Soul Academy Charter School,Minneapolis,Minnesota,44.97,-93.2719
48136,Swan River Montessori Charter Sch,Swan River Montessori Charter Sch,Monticello,Minnesota,45.3044,-93.8024
48137,Milroy Area Charter School,Milroy Area Charter School,Milroy,Minnesota,44.445,-95.5387
48138,Paideia Academy Charter School,Paideia Academy Charter School,Apple Valley,Minnesota,44.7349,-93.211
48139,Stride Academy Charter School,Stride Academy Charter School,Saint Cloud,Minnesota,45.5821,-94.1748
48140,New Millennium Academy Charter Sch,New Millenium Academy Charter Sch,Minneapolis,Minnesota,44.9921,-93.2913
48141,Green Isle Community School,Green Isle Community School,Green Isle,Minnesota,44.6772,-94.0096
48142,Birch Grove Community School,Birch Grove Community School,Tofte,Minnesota,47.687,-90.8342
48143,Northern Lights Community School,Northern Lights Community School,Warba,Minnesota,47.2445,-93.5276
48144,Midtown Academy,Midtown Academy,Minneapolis,Minnesota,,
48145,Academy Of Biosciences,Academy Of Biosciences,Columbia Heights,Minnesota,44.9651,-93.2776
48146,Cygnus Academy,Cygnus Academy,Oak Grove,Minnesota,,
48147,Minnesota Online High School,Minnesota Online High School,Minneapolis,Minnesota,44.9103,-93.2603
48148,Edvisions Off Campus School,Edvisions Off Campus School,Henderson,Minnesota,44.5281,-93.9073
48149,Twin Cities German Immersion Chrtr,Twin Cities German Immersion Chrtr,St. Paul,Minnesota,44.9833,-93.2027
48150,Dugsi Academy,Dugsi Academy,Saint Paul,Minnesota,44.956,-93.177
48151,Minnesota Department Of Corrections,Mn Correctional Facility-Faribault,Faribault,Minnesota,44.2849,-93.2557
48152,Minnesota Department Of Corrections,Mn Correctional Facility-Lino Lakes,Lino Lakes,Minnesota,45.18044,-93.12247
48153,Minnesota Department Of Corrections,Mcf - Oak Park Heights,Stillwater,Minnesota,45.02564,-92.80707
48154,Minnesota Department Of Corrections,Mn Correctional Facility-Rush City,Rush City,Minnesota,45.70999,-92.95313
48155,Minnesota Department Of Corrections,Mn Correctional Facility-Stillwater,Bayport,Minnesota,45.02929,-92.7875
48156,Minnesota Department Of Corrections,Mcf-Moose Lake/Willow River,Moose Lake,Minnesota,46.43654,-92.76195
48157,Minnesota Department Of Corrections,Mn Correctional Facility-St. Cloud,St. Cloud,Minnesota,45.54152,-94.11409
48158,Minnesota Department Of Corrections,Mcf-Redwing  Maginnis High School,Red Wing,Minnesota,44.56215,-92.49909
48159,Minnesota Department Of Corrections,Mn Correctional Facility-Shakopee,Shakopee,Minnesota,44.79146,-93.53865
48160,Loveworks Academy For Arts,Loveworks Academy For Arts,Minneapolis,Minnesota,45.0012,-93.3209
48161,Recovery School Of Southern Mn,Recovery School Of Southern Mn,Owatona,Minnesota,44.0713,-93.2158
48162,Naytahwaush Community School,Naytahwaush Community School,Naytahwaush,Minnesota,47.228,-95.6148
48163,Spectrum High School,Spectrum High School,Rogers,Minnesota,45.1887,-93.5589
48164,New Discoveries Montessori Academy,New Discoveries Montessori Academy,Hutchinson,Minnesota,44.9068,-94.3648
48165,Southside Family Charter School,Southside Family Charter School,Minneapolis,Minnesota,44.9616,-93.2713
48166,Beacon Preparatory School,Beacon Preparatory School,Plymouth,Minnesota,44.9934,-93.4362
48167,F. Scott Fitzgerald Writing Admy,F. Scott Fitzgerald Writing Admy,White Bear Lake,Minnesota,45.0646,-92.993
48168,Yinghua Academy,Yinghua Academy,St. Paul,Minnesota,44.9273,-93.1045
48169,New Salem Academy,New Salem Academy,Minneapolis,Minnesota,45.0051,-93.2882
48170,Dakota Academy,Dakota Academy,Golden Valley,Minnesota,45.0004,-93.3435
48171,Seven Hills Classical Academy,Seven Hills Classical Academy,St. Paul,Minnesota,44.9392,-93.1676
48172,Learning For Leadership Charter,Learning For Leadership Charter,Saint Paul,Minnesota,44.9362,-93.1814
48173,Nova Classical Academy,Nova Classical Academy,St. Paul,Minnesota,44.91237,-93.17078
48174,Tarek Ibn Ziyad Academy,Tarek Ibn Ziyad Academy,Inver Grove Heights,Minnesota,44.85348,-93.02468
48175,Great Expectations,Great Expectations,Grand Marais,Minnesota,47.75561,-90.32507
48176,Minnesota North Star Academy,Minnesota North Star Academy,St. Paul,Minnesota,44.99087,-93.06798
48177,Minnesota Internship Center,Utec Campus,Minneapolis,Minnesota,44.982,-93.236
48178,Minnesota Internship Center,Jordan Campus,Minneapolis,Minnesota,45.005,-93.3047
48179,Minnesota Internship Center,Emerson Campus,Minneapolis,Minnesota,44.9978,-93.2956
48180,Minnesota Internship Center,Camden Campus,Minneapolis,Minnesota,45.0268,-93.3006
48181,Minnesota Internship Center,Sabathani Campus,Minneapolis,Minnesota,44.9299,-93.2814
48182,Minnesota Internship Center,English Academy Campus,Minneapolis,Minnesota,44.95046,-93.23626
48183,Minnesota Internship Center,Unity Campus,Minneapolis,Minnesota,45.00497,-93.29551
48184,Hmong Academy,Hmong Academy,Minneapolis,Minnesota,44.98435,-93.29646
48185,Liberty High School,Liberty High School,Blaine,Minnesota,45.12546,-93.26035
48186,Great River School,Great River School,St. Paul,Minnesota,44.97059,-93.15564
48187,Treknorth High School,Treknorth High School,Bemidji,Minnesota,47.4924,-94.9065
48188,Voyageurs Expeditionary,Voyageurs Expeditionary High School,Bemidji,Minnesota,47.55238,-94.73195
48189,General John Vessey Jr Leadership,General John Vessey Jr Leadership,St. Paul,Minnesota,44.98411,-93.05882
48190,Sobriety High,Sobriety High South,Burnsville,Minnesota,44.78354,-93.27725
48191,Sobriety High,Sobriety High West Campus,Edina,Minnesota,44.87035,-93.35546
48192,Sobriety High,Sobriety High,Maplewood,Minnesota,45.00397,-93.02779
48193,Main Street School Performing Arts,Main Street School Performing Arts,Hopkins,Minnesota,44.92445,-93.41474
48194,Augsburg Academy For Health Careers,Augsburg Academy For Health Careers,St. Paul,Minnesota,44.9706,-93.1567
48195,St Paul Conservatory Performing Art,St Paul Conservatory Performing Art,St. Paul,Minnesota,44.94515,-93.09655
48196,Fraser Academy,Fraser Academy,Minneapolis,Minnesota,44.97377,-93.28565
48197,Urban Academy Charter School,Urban Academy Charter School,St. Paul,Minnesota,44.95014,-93.09215
48198,New City School,New City School,Minneapolis,Minnesota,45.00085,-93.2658
48199,Artech,Artech,Northfield,Minnesota,44.43783,-93.18739
48200,Ascension Academy Charter School,Ascension Academy Charter School,Minneapolis,Minnesota,44.99641,-93.29276
48201,Minneapolis Academy Charter School,Minneapolis Academy Charter School,Minneapolis,Minnesota,44.91212,-93.22487
48202,Lakes International Language Admy,Lakes International Language Admy,Forest Lake,Minnesota,45.32066,-92.93827
48203,Cities West Academy,Cities West Academy,Maplewood,Minnesota,,
48204,Kaleidoscope Charter School,Kaleidoscope Charter School,Rogers,Minnesota,45.18857,-93.55535
48205,River Heights Charter School,River Heights Charter School,West St. Paul,Minnesota,44.89062,-93.08207
48206,St. Croix Preparatory Academy,St. Croix Preparatory Academy,Stillwater,Minnesota,45.0556,-92.81048
48207,Ubah Medical Academy Charter School,Ubah Medical Academy Charter School,Minneapolis,Minnesota,44.99087,-93.28247
48208,Eagle Ridge Academy Charter School,Eagle Ridge Academy Charter School,Eden Prairie,Minnesota,44.87341,-93.41268
48209,Dakota Area Community Charter Sch,Dakota Area Community Charter Sch,Dakota,Minnesota,43.90508,-91.35134
48210,Beacon Academy,Beacon Academy,Plymouth,Minnesota,44.9948,-93.43669
48211,N.E. Metro Intermediate Dist. 916,Ne Metro Int. Transition Program,White Bear Lake,Minnesota,45.06468,-92.99262
48212,N.E. Metro Intermediate Dist. 916,Ne Metro Area Learning Program,Little Canada,Minnesota,45.01337,-93.10203
48213,N.E. Metro Intermediate Dist. 916,Otter Lake School,White Bear Lake,Minnesota,45.10466,-93.04082
48214,N.E. Metro Intermediate Dist. 916,Alp @ Vccs,Woodbury,Minnesota,44.91475,-92.90885
48215,N.E. Metro Intermediate Dist. 916,Dcd @ John Glenn,Maplewood,Minnesota,45.00637,-93.0345
48216,N.E. Metro Intermediate Dist. 916,Dcd @ South Campus,White Bear Lake,Minnesota,45.04862,-93.00527
48217,N.E. Metro Intermediate Dist. 916,N.E. Metro Alc East,Little Canada,Minnesota,45.00607,-93.10307
48218,N.E. Metro Intermediate Dist. 916,Wels North,Vadnias Heights,Minnesota,45.06842,-93.04966
48219,N.E. Metro Intermediate Dist. 916,N.E.Metro Targeted Services,Little Canada,Minnesota,45.00607,-93.10307
48220,N.E. Metro Intermediate Dist. 916,Children Hearing Other Children,White Bear Lake,Minnesota,45.0646,-92.993
48221,N.E. Metro Intermediate Dist. 916,N.E.Metro Alc West,Columbia Heights,Minnesota,45.04053,-93.24422
48222,N.E. Metro Intermediate Dist. 916,Ne Metro Career & Technical Center,White Bear Lake,Minnesota,45.04804,-92.98227
48223,N.E. Metro Intermediate Dist. 916,Oll Academy,White Bear Lake,Minnesota,45.0438,-92.9845
48224,N.E. Metro Intermediate Dist. 916,Wels South,Little Canada,Minnesota,45.0134,-93.1071
48225,N.E. Metro Intermediate Dist. 916,Targeted Svcs Columbia Heights,Columbia Heights,Minnesota,45.04053,-93.24422
48226,N.E. Metro Intermediate Dist. 916,Ne Metro Int. #916 Project Return,Little Canada,Minnesota,45.01337,-93.10203
48227,N.E. Metro Intermediate Dist. 916,Creative Alternatives Program,Little Canada,Minnesota,45.01337,-93.10203
48229,Lester Prairie Public School Dist.,Lester Prairie Secondary,Lester Prairie,Minnesota,44.88323,-94.04332
48230,Southland Public School District,Southland Senior High,Adams,Minnesota,43.56766,-92.71624
48234,Adrian Public School District,Adrian Secondary,Adrian,Minnesota,43.63291,-95.93639
48236,Aitkin Public School District,Aitkin Secondary School,Aitkin,Minnesota,46.53346,-93.71134
48239,Aitkin Public School District,Aitkin Alternative Learning Program,Aitkin,Minnesota,46.5335,-93.7113
48242,Walker-Hackensack-Akeley Schl. Dist,Walker-Hackensack-Akeley Sec.,Walker,Minnesota,47.089,-94.5425
48243,Walker-Hackensack-Akeley Schl. Dist,W. H. A .  Alternative Program,Walker,Minnesota,47.089,-94.5425
48244,Walker-Hackensack-Akeley Schl. Dist,W. H. A. Midlevel Alternative Prg.,Walker,Minnesota,47.089,-94.5425
48245,Walker-Hackensack-Akeley Schl. Dist,Turning Point Day Treatment,Walker,Minnesota,47.0879,-94.541
48248,Albany Public School District,Albany Senior High,Albany,Minnesota,45.63183,-94.56028
48250,Albert Lea Public School District,Albert Lea Senior High,Albert Lea,Minnesota,43.66428,-93.33012
48256,Albert Lea Public School District,Albert Lea Area Learning Cntr.,Albert Lea,Minnesota,43.66493,-93.37189
48257,Albert Lea Public School District,Albert Lea Targeted Services,Albert Lea,Minnesota,43.66493,-93.37189
48258,Albert Lea Public School District,Brookside Early Childhood Sp. Edu.,Albert Lea,Minnesota,43.66493,-93.37189
48259,Albert Lea Public School District,Fountain Center,Albert Lea,Minnesota,43.6618,-93.3802
48260,Albert Lea Public School District,Hayward Group Home,Albert Lea,Minnesota,43.6618,-93.3802
48262,Alden-Conger Public School District,Alden-Conger Secondary,Alden,Minnesota,43.67285,-93.5749
48266,Alexandria Public School District,Jefferson Senior High,Alexandria,Minnesota,45.87652,-95.37302
48271,Alexandria Public School District,American Spirit,Alexandria,Minnesota,45.8725,-95.3804
48274,Annandale Public School District,Annandale Senior High,Annandale,Minnesota,45.26809,-94.10541
48276,Anoka-Hennepin Public School Dist.,Anthony Louis House,Blaine,Minnesota,45.18406,-93.23653
48277,Anoka-Hennepin Public School Dist.,New Connections,Blaine,Minnesota,45.15582,-93.26629
48278,Anoka-Hennepin Public School Dist.,Bell Center,Coon Rapids,Minnesota,45.1824,-93.30372
48279,Anoka-Hennepin Public School Dist.,Transition Plus,Anoka,Minnesota,45.19855,-93.38558
48280,Anoka-Hennepin Public School Dist.,University Creek Area Learning Cntr,Coon Rapids,Minnesota,45.17732,-93.27941
48281,Anoka-Hennepin Public School Dist.,Crossroads Summer Program,Coon Rapids,Minnesota,45.15167,-93.29975
48282,Anoka-Hennepin Public School Dist.,Champlin Park Senior High,Champlin,Minnesota,45.15164,-93.35666
48284,Anoka-Hennepin Public School Dist.,Anoka Senior High,Anoka,Minnesota,45.22484,-93.38449
48285,Anoka-Hennepin Public School Dist.,Blaine Senior High,Blaine,Minnesota,45.20342,-93.26048
48288,Anoka-Hennepin Public School Dist.,Coon Rapids Senior High,Coon Rapids,Minnesota,45.18286,-93.32753
48309,Anoka-Hennepin Public School Dist.,Riverview Specialty School,Brooklyn Park,Minnesota,45.12295,-93.29942
48317,Anoka-Hennepin Public School Dist.,Crossroads Alternative High School,Coon Rapids,Minnesota,45.15167,-93.29975
48318,Anoka-Hennepin Public School Dist.,Early Childhood/Special Education,Anoka,Minnesota,45.20825,-93.39316
48322,Anoka-Hennepin Public School Dist.,Park View Early Childhood Ctr.,Champlin,Minnesota,45.15183,-93.35781
48323,Anoka-Hennepin Public School Dist.,Teen Pregnancy (Non Resident),Anoka,Minnesota,45.20801,-93.39013
48324,Anoka-Hennepin Public School Dist.,Alexandria House Womens Shelter,Blaine,Minnesota,45.15243,-93.26487
48325,Anoka-Hennepin Public School Dist.,Champlin Plaza Area Lrng. Cntr.,Champlin,Minnesota,45.17941,-93.39285
48326,Anoka-Hennepin Public School Dist.,Bridges Alternative Program,Andover,Minnesota,45.21974,-93.35743
48327,Anoka-Hennepin Public School Dist.,Andover Downtown Ctr Alc,Andover,Minnesota,45.21974,-93.35743
48329,Anoka-Hennepin Public School Dist.,Anoka Secondary Targeted Services,Coon Rapids,Minnesota,45.17541,-93.3175
48331,Anoka-Hennepin Public School Dist.,Crossroads Alternative High,Coon Rapids,Minnesota,45.15167,-93.29975
48333,Anoka-Hennepin Public School Dist.,Andover Senior High,Andover,Minnesota,45.23499,-93.31648
48334,Anoka-Hennepin Public School Dist.,Secondary Techncial Educ. Prog.,Anoka,Minnesota,45.21073,-93.4102
48336,Ashby Public School District,Ashby Secondary,Ashby,Minnesota,46.08706,-95.8192
48337,Austin Public School District,Austin Senior High,Austin,Minnesota,43.66823,-92.97871
48343,Austin Public School District,Ranch School Alternative,Austin,Minnesota,43.64878,-92.96984
48344,Austin Public School District,Ranch School Shelter,Austin,Minnesota,43.64878,-92.96984
48346,Austin Public School District,Austin Area Learning Center,Austin,Minnesota,43.6691,-92.9787
48347,Austin Public School District,Bank School,Austin,Minnesota,43.66823,-92.97871
48348,Austin Public School District,Austin Targeted Services,Austin,Minnesota,43.67384,-92.98485
48349,Austin Public School District,Austin Area Learning Cntr. - Summer,Austin,Minnesota,43.6691,-92.9787
48350,Austin Public School District,Targeted Services Summer Program,Austin,Minnesota,43.6666,-92.9467
48351,Austin Public School District,New Dominion Academy,Austin,Minnesota,43.66899,-92.97864
48352,Austin Public School District,Austin Community Learning Center,Austin,Minnesota,43.6676,-92.9645
48354,Badger Public School District,Badger Secondary,Badger,Minnesota,48.7815,-96.01626
48356,Bagley Public School District,Bagley Secondary,Bagley,Minnesota,47.52508,-95.4015
48357,Balaton Public School District,Balaton Public School,Balaton,Minnesota,44.23365,-95.87164
48359,Barnesville Public School Dist.,Barnesville Secondary,Barnesville,Minnesota,46.65137,-96.41715
48361,Barnum Public School District,Barnum Secondary,Barnum,Minnesota,46.50679,-92.67831
48363,Battle Lake Public School District,Battle Lake Secondary,Battle Lake,Minnesota,46.28318,-95.71859
48365,Becker Public School District,Becker Senior High,Becker,Minnesota,45.39483,-93.87495
48368,Becker Public School District,Becker Alternative Learning Program,Becker,Minnesota,45.3984,-93.8705
48370,Belle Plaine Public School District,Belle Plaine Senior High,Belle Plaine,Minnesota,44.62173,-93.77142
48371,Belle Plaine Public School District,Early Childhood Program,Belle Plaine,Minnesota,44.61981,-93.77206
48374,Bellingham Public School District,Bellingham High,Bellingham,Minnesota,45.1379,-96.2823
48375,Bemidji Public School District,Bemidji Senior High,Bemidji,Minnesota,47.4685,-94.9233
48382,Bemidji Public School District,Paul Bunyan Homebased Education,Bemidji,Minnesota,47.47382,-94.88396
48383,Bemidji Public School District,Riverside Special,Bemidji,Minnesota,47.50183,-94.92692
48384,Bemidji Public School District,Edith Hatch Evaluation Unit,Bemidji,Minnesota,47.5807,-95.0559
48385,Bemidji Public School District,Northwest Special,Bemidji,Minnesota,47.47352,-94.89518
48387,Bemidji Public School District,Bemidji Area Learning Center,Bemidji,Minnesota,47.47148,-94.88557
48390,Bemidji Public School District,Evergreen Shelter,Bemidji,Minnesota,47.50183,-94.92692
48391,Bemidji Public School District,Bemidji Senior Lumberjack Alc,Bemidji,Minnesota,47.4685,-94.9233
48392,Bemidji Public School District,Bemidji Virtual Academy,Bemidji,Minnesota,47.50183,-94.92692
48393,Bemidji Public School District,Bemidji Bylaw,Bemidji,Minnesota,47.48189,-94.88096
48394,Benson Public School District,Benson Secondary,Benson,Minnesota,45.31929,-95.59953
48396,Benson Public School District,Benson Area Learning Center,Benson,Minnesota,45.31929,-95.59953
48397,Benson Public School District,Benson Targeted Services,Benson,Minnesota,45.31929,-95.59953
48398,Benson Public School District,Heartland Girls Ranch,Benson,Minnesota,45.31929,-95.59953
48400,Bertha-Hewitt Public School Dist.,Bertha Secondary,Bertha,Minnesota,46.2631,-95.06297
48402,Big Lake Public School District,Big Lake Senior High,Big Lake,Minnesota,45.33629,-93.74181
48403,Big Lake Public School District,Big Lake Midddle School,Big Lake,Minnesota,45.33627,-93.73963
48407,Bird Island-Olivia-Lake Lillian,Bold Senior High,Olivia,Minnesota,44.77018,-94.98951
48409,Blackduck Public School District,Blackduck Secondary,Blackduck,Minnesota,47.7312,-94.5467
48411,Blooming Prairie Public School Dist,Blooming Prairie Secondary,Blooming Prairie,Minnesota,43.86806,-93.06257
48413,Bloomington Public School District,Jefferson Senior High,Bloomington,Minnesota,44.81908,-93.33146
48414,Bloomington Public School District,Kennedy Senior High,Bloomington,Minnesota,44.82886,-93.27594
48427,Bloomington Public School District,Southwood School,Bloomington,Minnesota,44.80087,-93.34438
48428,Bloomington Public School District,Beacon - (287),Bloomington,Minnesota,44.828,-93.2783
48429,Bluffview Montessori,Bluffview Montessori,Winona,Minnesota,44.04853,-91.6709
48431,Braham Public School District,Braham Area Secondary,Braham,Minnesota,45.7205,-93.17823
48432,Braham Public School District,Braham Area Learning Program,Braham,Minnesota,45.7205,-93.17823
48434,Brainerd Public School District,Brainerd Senior High,Brainerd,Minnesota,46.35206,-94.2054
48435,Brainerd Public School District,Franklin Jr.,Brainerd,Minnesota,46.35929,-94.19423
48442,Brainerd Public School District,Washington Mid.,Brainerd,Minnesota,46.35249,-94.19719
48444,Brainerd Public School District,Central Minnesota Learning Center,Brainerd,Minnesota,46.35267,-94.18226
48445,Brainerd Public School District,Mn Learning Center,Brainerd,Minnesota,46.35267,-94.18226
48446,Brainerd Public School District,Isd 181 Learning Center,Brainerd,Minnesota,46.36194,-94.17414
48447,Brainerd Public School District,Brainerd Early Childhood Sp. Ed.,Brainerd,Minnesota,46.35697,-94.21404
48448,Brainerd Public School District,Mississippi Horizons Mid.,Brainerd,Minnesota,46.35054,-94.20221
48449,Brainerd Public School District,Brainerd Targeted Services,Brainerd,Minnesota,46.36194,-94.17414
48450,Brainerd Public School District,Baxter Youth Shelter,Brainerd,Minnesota,46.35267,-94.18226
48453,Brandon Public School District,Brandon Secondary,Brandon,Minnesota,45.96677,-95.59907
48454,Breckenridge Public School District,Breckenridge Senior High,Breckenridge,Minnesota,46.27065,-96.57652
48458,Brooklyn Center School District,Brooklyn Center Secondary,Brooklyn Center,Minnesota,45.07286,-93.29971
48460,Brooklyn Center School District,Joy In Learning Academy,Brooklyn Center,Minnesota,45.06542,-93.31958
48462,Browerville Public School District,Browerville Secondary,Browerville,Minnesota,46.0852,-94.8716
48467,Buffalo Public School District,Buffalo Senior High,Buffalo,Minnesota,45.16353,-93.82742
48472,Buffalo Public School District,Buffalo Early Child. Sp. Ed Program,Buffalo,Minnesota,45.17409,-93.87468
48473,Buffalo Public School District,Phoenix Learning Center,Buffalo,Minnesota,45.17977,-93.86322
48475,Burnsville Public School District,Burnsville Senior High,Burnsville,Minnesota,44.78228,-93.26776
48486,Burnsville Public School District,Minnesota Valley Adult Diploma,Eagan,Minnesota,44.80467,-93.21782
48487,Burnsville Public School District,Cedar Alternative Center,Eagan,Minnesota,44.80467,-93.21782
48488,Burnsville Public School District,Cedar School,Eagan,Minnesota,44.80467,-93.21782
48490,Burnsville Public School District,Learners Center,Burnsville,Minnesota,44.77885,-93.28395
48491,Burnsville Public School District,Vale Educational Center,Eagan,Minnesota,44.80456,-93.21694
48492,Burnsville Public School District,Cedar Outpatient Speech,Eagan,Minnesota,44.80467,-93.21782
